eventID ,case concept:name,case REG_DATE,case AMOUNT_REQ,event concept:name,event lifecycle:transition,event time:timestamp
1713691951126,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,START,21-10-2011 19:16:57.662
1713691951127,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,COMPLETE,21-10-2011 19:17:02.152
1713691951128,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,START,21-10-2011 19:32:00.453
1713691951129,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,COMPLETE,21-10-2011 19:32:08.209
1713691951130,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,START,21-10-2011 20:27:47.783
1713691951131,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,COMPLETE,21-10-2011 20:35:42.263
1713691951132,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,START,28-10-2011 19:34:27.136
1713691951133,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,COMPLETE,28-10-2011 19:50:42.651
1713691951134,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,START,31-10-2011 11:15:05.170
1713691951135,174938,2011-10-05T21:52:08.108+02:00,5000,O_SENT_BACK,COMPLETE,31-10-2011 11:15:36.639
1713691951136,174938,2011-10-05T21:52:08.108+02:00,5000,W_Valideren aanvraag,SCHEDULE,31-10-2011 11:15:36.778
1713691951137,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen offertes,COMPLETE,31-10-2011 11:15:37.883
1713691951138,174938,2011-10-05T21:52:08.108+02:00,5000,W_Valideren aanvraag,START,03-11-2011 09:38:46.657
1713691951139,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen incomplete dossiers,SCHEDULE,03-11-2011 09:52:52.308
1713691951140,174938,2011-10-05T21:52:08.108+02:00,5000,W_Valideren aanvraag,COMPLETE,03-11-2011 09:52:53.658
1713691951141,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen incomplete dossiers,START,03-11-2011 15:44:26.248
1713691951142,174938,2011-10-05T21:52:08.108+02:00,5000,W_Valideren aanvraag,SCHEDULE,03-11-2011 15:58:46.270
1713691951143,174938,2011-10-05T21:52:08.108+02:00,5000,W_Nabellen incomplete dossiers,COMPLETE,03-11-2011 15:58:47.700
1713691951144,174938,2011-10-05T21:52:08.108+02:00,5000,W_Valideren aanvraag,START,04-11-2011 09:52:33.336
1713691951145,174938,2011-10-05T21:52:08.108+02:00,5000,O_ACCEPTED,COMPLETE,04-11-2011 10:19:09.489
1713691951147,174938,2011-10-05T21:52:08.108+02:00,5000,A_APPROVED,COMPLETE,04-11-2011 10:19:09.490
1713691951148,174938,2011-10-05T21:52:08.108+02:00,5000,A_REGISTERED,COMPLETE,04-11-2011 10:19:09.490
1713691951146,174938,2011-10-05T21:52:08.108+02:00,5000,A_ACTIVATED,COMPLETE,04-11-2011 10:19:09.490
1713691951149,174938,2011-10-05T21:52:08.108+02:00,5000,W_Valideren aanvraag,COMPLETE,04-11-2011 10:19:17.354
1717986918400,174941,2011-10-05T22:05:26.963+02:00,13000,A_SUBMITTED,COMPLETE,05-10-2011 22:05:26.963
1717986918401,174941,2011-10-05T22:05:26.963+02:00,13000,A_PARTLYSUBMITTED,COMPLETE,05-10-2011 22:05:27.191
1717986918402,174941,2011-10-05T22:05:26.963+02:00,13000,W_Afhandelen leads,SCHEDULE,05-10-2011 22:05:30.616
1717986918403,174941,2011-10-05T22:05:26.963+02:00,13000,W_Afhandelen leads,START,06-10-2011 09:56:21.296
1717986918404,174941,2011-10-05T22:05:26.963+02:00,13000,A_PREACCEPTED,COMPLETE,06-10-2011 10:03:09.710
1717986918405,174941,2011-10-05T22:05:26.963+02:00,13000,W_Completeren aanvraag,SCHEDULE,06-10-2011 10:03:09.758
1717986918406,174941,2011-10-05T22:05:26.963+02:00,13000,W_Afhandelen leads,COMPLETE,06-10-2011 10:03:11.326
1717986918407,174941,2011-10-05T22:05:26.963+02:00,13000,W_Completeren aanvraag,START,06-10-2011 10:17:16.321
1717986918408,174941,2011-10-05T22:05:26.963+02:00,13000,A_DECLINED,COMPLETE,06-10-2011 10:27:52.082
1717986918409,174941,2011-10-05T22:05:26.963+02:00,13000,W_Completeren aanvraag,COMPLETE,06-10-2011 10:27:56.355
1722281885696,174944,2011-10-05T22:07:31.997+02:00,35000,A_SUBMITTED,COMPLETE,05-10-2011 22:07:31.997
1722281885697,174944,2011-10-05T22:07:31.997+02:00,35000,A_PARTLYSUBMITTED,COMPLETE,05-10-2011 22:07:32.149
1722281885698,174944,2011-10-05T22:07:31.997+02:00,35000,A_PREACCEPTED,COMPLETE,05-10-2011 22:08:17.935
1722281885699,174944,2011-10-05T22:07:31.997+02:00,35000,W_Completeren aanvraag,SCHEDULE,05-10-2011 22:08:18.293
1722281885700,174944,2011-10-05T22:07:31.997+02:00,35000,W_Completeren aanvraag,START,06-10-2011 09:19:05.591
1722281885701,174944,2011-10-05T22:07:31.997+02:00,35000,W_Completeren aanvraag,COMPLETE,06-10-2011 09:23:53.586
1722281885702,174944,2011-10-05T22:07:31.997+02:00,35000,W_Completeren aanvraag,START,06-10-2011 13:32:31.460
1722281885703,174944,2011-10-05T22:07:31.997+02:00,35000,A_ACCEPTED,COMPLETE,06-10-2011 13:38:34.238
1722281885704,174944,2011-10-05T22:07:31.997+02:00,35000,O_SELECTED,COMPLETE,06-10-2011 13:40:46.543
1722281885705,174944,2011-10-05T22:07:31.997+02:00,35000,A_FINALIZED,COMPLETE,06-10-2011 13:40:46.543
1722281885706,174944,2011-10-05T22:07:31.997+02:00,35000,O_CREATED,COMPLETE,06-10-2011 13:40:47.758
1722281885707,174944,2011-10-05T22:07:31.997+02:00,35000,O_SENT,COMPLETE,06-10-2011 13:40:47.820
1722281885708,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen offertes,SCHEDULE,06-10-2011 13:40:47.930
1722281885709,174944,2011-10-05T22:07:31.997+02:00,35000,W_Completeren aanvraag,COMPLETE,06-10-2011 13:40:49.171
1722281885710,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen offertes,START,06-10-2011 13:41:13.267
1722281885711,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen offertes,COMPLETE,06-10-2011 13:41:59.803
1722281885712,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen offertes,START,13-10-2011 09:14:04.532
1722281885713,174944,2011-10-05T22:07:31.997+02:00,35000,O_SENT_BACK,COMPLETE,13-10-2011 09:14:43.074
1722281885714,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,SCHEDULE,13-10-2011 09:14:43.228
1722281885715,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen offertes,COMPLETE,13-10-2011 09:14:44.893
1722281885716,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,START,18-10-2011 11:09:06.687
1722281885717,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,COMPLETE,18-10-2011 11:13:52.159
1722281885718,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,START,18-10-2011 11:22:28.680
1722281885719,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,SCHEDULE,18-10-2011 11:48:38.397
1722281885720,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,COMPLETE,18-10-2011 11:48:40.879
1722281885721,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,18-10-2011 13:43:10.457
1722281885722,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,18-10-2011 14:21:13.044
1722281885723,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,18-10-2011 14:21:32.099
1722281885724,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,18-10-2011 14:23:13.138
1722281885725,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,18-10-2011 19:59:24.476
1722281885726,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,18-10-2011 20:16:12.552
1722281885727,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,18-10-2011 20:16:22.875
1722281885728,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,18-10-2011 20:17:25.184
1722281885729,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,18-10-2011 20:17:31.256
1722281885730,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,SCHEDULE,18-10-2011 20:21:44.119
1722281885731,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,18-10-2011 20:21:45.765
1722281885732,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,START,19-10-2011 09:23:34.671
1722281885733,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,SCHEDULE,19-10-2011 10:23:33.717
1722281885734,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,COMPLETE,19-10-2011 10:23:35.439
1722281885735,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 10:53:28.065
1722281885736,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 10:53:32.974
1722281885737,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:03:24.190
1722281885738,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:03:25.414
1722281885739,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:03:58.459
1722281885740,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:03:59.663
1722281885741,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:12:51.975
1722281885742,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:12:53.145
1722281885743,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:13:11.334
1722281885744,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:13:12.586
1722281885745,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:25:04.527
1722281885746,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:25:05.712
1722281885747,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:29:46.259
1722281885748,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:29:47.431
1722281885749,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:30:06.298
1722281885750,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:30:07.622
1722281885751,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,19-10-2011 11:30:46.906
1722281885752,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,19-10-2011 11:40:26.403
1722281885753,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,20-10-2011 10:16:44.290
1722281885754,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,20-10-2011 10:17:01.713
1722281885755,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,21-10-2011 14:54:49.586
1722281885756,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,21-10-2011 15:01:56.877
1722281885757,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,21-10-2011 15:02:21.772
1722281885758,174944,2011-10-05T22:07:31.997+02:00,35000,O_CANCELLED,COMPLETE,21-10-2011 15:08:29.117
1722281885759,174944,2011-10-05T22:07:31.997+02:00,35000,O_SELECTED,COMPLETE,21-10-2011 15:08:29.117
1722281885760,174944,2011-10-05T22:07:31.997+02:00,35000,O_CREATED,COMPLETE,21-10-2011 15:08:30.605
1722281885761,174944,2011-10-05T22:07:31.997+02:00,35000,O_SENT,COMPLETE,21-10-2011 15:08:30.643
1722281885762,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,SCHEDULE,21-10-2011 15:08:30.770
1722281885763,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,21-10-2011 15:08:32.431
1722281885764,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,21-10-2011 15:09:58.102
1722281885765,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,21-10-2011 15:10:50.868
1722281885766,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,21-10-2011 16:46:21.229
1722281885767,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,21-10-2011 16:46:47.312
1722281885768,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,21-10-2011 16:52:18.499
1722281885769,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,21-10-2011 16:54:42.138
1722281885770,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,22-10-2011 11:00:41.991
1722281885771,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,22-10-2011 11:12:25.299
1722281885772,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,25-10-2011 10:19:55.796
1722281885773,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,25-10-2011 10:26:24.089
1722281885774,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,START,25-10-2011 13:56:22.187
1722281885775,174944,2011-10-05T22:07:31.997+02:00,35000,O_SENT_BACK,COMPLETE,25-10-2011 14:10:35.884
1722281885776,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,SCHEDULE,25-10-2011 14:10:36.195
1722281885777,174944,2011-10-05T22:07:31.997+02:00,35000,W_Nabellen incomplete dossiers,COMPLETE,25-10-2011 14:10:38.362
1722281885778,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,START,25-10-2011 15:29:19.918
1722281885779,174944,2011-10-05T22:07:31.997+02:00,35000,O_ACCEPTED,COMPLETE,25-10-2011 15:58:02.148
1722281885781,174944,2011-10-05T22:07:31.997+02:00,35000,A_APPROVED,COMPLETE,25-10-2011 15:58:02.149
1722281885782,174944,2011-10-05T22:07:31.997+02:00,35000,A_ACTIVATED,COMPLETE,25-10-2011 15:58:02.149
1722281885780,174944,2011-10-05T22:07:31.997+02:00,35000,A_REGISTERED,COMPLETE,25-10-2011 15:58:02.149
1722281885783,174944,2011-10-05T22:07:31.997+02:00,35000,W_Valideren aanvraag,COMPLETE,25-10-2011 15:58:11.732
1726576852992,174947,2011-10-05T22:21:19.815+02:00,5000,A_SUBMITTED,COMPLETE,05-10-2011 22:21:19.815
1726576852993,174947,2011-10-05T22:21:19.815+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,05-10-2011 22:21:19.984
1726576852994,174947,2011-10-05T22:21:19.815+02:00,5000,W_Afhandelen leads,SCHEDULE,05-10-2011 22:21:34.200
1726576852995,174947,2011-10-05T22:21:19.815+02:00,5000,W_Afhandelen leads,START,06-10-2011 10:03:18.458
1726576852996,174947,2011-10-05T22:21:19.815+02:00,5000,A_PREACCEPTED,COMPLETE,06-10-2011 10:08:15.563
1726576852997,174947,2011-10-05T22:21:19.815+02:00,5000,W_Completeren aanvraag,SCHEDULE,06-10-2011 10:08:15.639
1726576852998,174947,2011-10-05T22:21:19.815+02:00,5000,W_Afhandelen leads,COMPLETE,06-10-2011 10:08:17.937
1726576852999,174947,2011-10-05T22:21:19.815+02:00,5000,W_Completeren aanvraag,START,06-10-2011 10:32:00.874
1726576853000,174947,2011-10-05T22:21:19.815+02:00,5000,W_Completeren aanvraag,COMPLETE,06-10-2011 10:35:06.523
1726576853001,174947,2011-10-05T22:21:19.815+02:00,5000,W_Completeren aanvraag,START,06-10-2011 11:00:27.102
1726576853002,174947,2011-10-05T22:21:19.815+02:00,5000,W_Completeren aanvraag,COMPLETE,06-10-2011 11:13:22.127
1726576853003,174947,2011-10-05T22:21:19.815+02:00,5000,W_Completeren aanvraag,START,06-10-2011 11:13:43.323
1726576853004,174947,2011-10-05T22:21:19.815+02:00,5000,A_ACCEPTED,COMPLETE,06-10-2011 11:14:55.935
1726576853005,174947,2011-10-05T22:21:19.815+02:00,5000,O_SELECTED,COMPLETE,06-10-2011 11:16:34.865
1726576853006,174947,2011-10-05T22:21:19.815+02:00,5000,A_FINALIZED,COMPLETE,06-10-2011 11:16:34.866
1726576853007,174947,2011-10-05T22:21:19.815+02:00,5000,O_CREATED,COMPLETE,06-10-2011 11:16:35.875
1726576853008,174947,2011-10-05T22:21:19.815+02:00,5000,O_SENT,COMPLETE,06-10-2011 11:16:35.907
1726576853009,174947,2011-10-05T22:21:19.815+02:00,5000,W_Nabellen offertes,SCHEDULE,06-10-2011 11:16:36.027
1726576853010,174947,2011-10-05T22:21:19.815+02:00,5000,W_Completeren aanvraag,COMPLETE,06-10-2011 11:16:37.170
1726576853011,174947,2011-10-05T22:21:19.815+02:00,5000,W_Nabellen offertes,START,06-10-2011 11:16:54.221
1726576853012,174947,2011-10-05T22:21:19.815+02:00,5000,W_Nabellen offertes,COMPLETE,06-10-2011 11:17:03.522
1726576853013,174947,2011-10-05T22:21:19.815+02:00,5000,W_Nabellen offertes,START,13-10-2011 12:58:57.986
1726576853015,174947,2011-10-05T22:21:19.815+02:00,5000,O_CANCELLED,COMPLETE,13-10-2011 13:03:10.328
1726576853014,174947,2011-10-05T22:21:19.815+02:00,5000,A_CANCELLED,COMPLETE,13-10-2011 13:03:10.328
1726576853016,174947,2011-10-05T22:21:19.815+02:00,5000,W_Nabellen offertes,COMPLETE,13-10-2011 13:03:12.294
1730871820288,174950,2011-10-05T22:33:17.840+02:00,7500,A_SUBMITTED,COMPLETE,05-10-2011 22:33:17.840
1730871820289,174950,2011-10-05T22:33:17.840+02:00,7500,A_PARTLYSUBMITTED,COMPLETE,05-10-2011 22:33:17.932
1730871820290,174950,2011-10-05T22:33:17.840+02:00,7500,A_PREACCEPTED,COMPLETE,05-10-2011 22:34:02.988
1730871820291,174950,2011-10-05T22:33:17.840+02:00,7500,W_Completeren aanvraag,SCHEDULE,05-10-2011 22:34:04.356
1730871820292,174950,2011-10-05T22:33:17.840+02:00,7500,W_Completeren aanvraag,START,06-10-2011 09:24:05.080
1730871820293,174950,2011-10-05T22:33:17.840+02:00,7500,W_Completeren aanvraag,COMPLETE,06-10-2011 09:28:45.171
1730871820294,174950,2011-10-05T22:33:17.840+02:00,7500,W_Completeren aanvraag,START,06-10-2011 10:09:25.836
1730871820295,174950,2011-10-05T22:33:17.840+02:00,7500,W_Completeren aanvraag,COMPLETE,06-10-2011 10:17:54.122
1730871820296,174950,2011-10-05T22:33:17.840+02:00,7500,W_Completeren aanvraag,START,06-10-2011 10:18:14.495
1730871820297,174950,2011-10-05T22:33:17.840+02:00,7500,A_CANCELLED,COMPLETE,06-10-2011 10:18:39.356
1730871820298,174950,2011-10-05T22:33:17.840+02:00,7500,W_Completeren aanvraag,COMPLETE,06-10-2011 10:18:41.264
1735166787584,174953,2011-10-05T22:34:35.702+02:00,6000,A_SUBMITTED,COMPLETE,05-10-2011 22:34:35.702
1735166787585,174953,2011-10-05T22:34:35.702+02:00,6000,A_PARTLYSUBMITTED,COMPLETE,05-10-2011 22:34:35.934
1735166787586,174953,2011-10-05T22:34:35.702+02:00,6000,A_PREACCEPTED,COMPLETE,05-10-2011 22:35:08.731
1735166787587,174953,2011-10-05T22:34:35.702+02:00,6000,W_Completeren aanvraag,SCHEDULE,05-10-2011 22:35:09.069
1735166787588,174953,2011-10-05T22:34:35.702+02:00,6000,W_Completeren aanvraag,START,06-10-2011 09:29:08.747
1735166787589,174953,2011-10-05T22:34:35.702+02:00,6000,A_ACCEPTED,COMPLETE,06-10-2011 09:35:33.047
1735166787591,174953,2011-10-05T22:34:35.702+02:00,6000,A_FINALIZED,COMPLETE,06-10-2011 09:39:23.659
1735166787590,174953,2011-10-05T22:34:35.702+02:00,6000,O_SELECTED,COMPLETE,06-10-2011 09:39:23.659
1735166787592,174953,2011-10-05T22:34:35.702+02:00,6000,O_CREATED,COMPLETE,06-10-2011 09:39:24.564
1735166787593,174953,2011-10-05T22:34:35.702+02:00,6000,O_SENT,COMPLETE,06-10-2011 09:39:24.595
1735166787594,174953,2011-10-05T22:34:35.702+02:00,6000,W_Nabellen offertes,SCHEDULE,06-10-2011 09:39:24.692
1735166787595,174953,2011-10-05T22:34:35.702+02:00,6000,W_Completeren aanvraag,COMPLETE,06-10-2011 09:39:27.111
1735166787596,174953,2011-10-05T22:34:35.702+02:00,6000,W_Nabellen offertes,START,10-10-2011 10:19:18.382
1735166787597,174953,2011-10-05T22:34:35.702+02:00,6000,O_SENT_BACK,COMPLETE,10-10-2011 10:19:37.898
1735166787598,174953,2011-10-05T22:34:35.702+02:00,6000,W_Valideren aanvraag,SCHEDULE,10-10-2011 10:19:38.123
1735166787599,174953,2011-10-05T22:34:35.702+02:00,6000,W_Nabellen offertes,COMPLETE,10-10-2011 10:19:39.377
1735166787600,174953,2011-10-05T22:34:35.702+02:00,6000,W_Valideren aanvraag,START,12-10-2011 10:21:26.938
1735166787602,174953,2011-10-05T22:34:35.702+02:00,6000,A_APPROVED,COMPLETE,12-10-2011 10:39:57.662
1735166787603,174953,2011-10-05T22:34:35.702+02:00,6000,A_REGISTERED,COMPLETE,12-10-2011 10:39:57.662
1735166787601,174953,2011-10-05T22:34:35.702+02:00,6000,O_ACCEPTED,COMPLETE,12-10-2011 10:39:57.662
1735166787604,174953,2011-10-05T22:34:35.702+02:00,6000,A_ACTIVATED,COMPLETE,12-10-2011 10:39:57.663
1735166787605,174953,2011-10-05T22:34:35.702+02:00,6000,W_Valideren aanvraag,COMPLETE,12-10-2011 10:40:04.253
1739461754880,174956,2011-10-05T22:40:29.188+02:00,3000,A_SUBMITTED,COMPLETE,05-10-2011 22:40:29.188
1739461754881,174956,2011-10-05T22:40:29.188+02:00,3000,A_PARTLYSUBMITTED,COMPLETE,05-10-2011 22:40:29.486
1739461754882,174956,2011-10-05T22:40:29.188+02:00,3000,W_Afhandelen leads,SCHEDULE,05-10-2011 22:40:39.850
1739461754883,174956,2011-10-05T22:40:29.188+02:00,3000,W_Afhandelen leads,START,06-10-2011 10:23:53.778
1739461754884,174956,2011-10-05T22:40:29.188+02:00,3000,A_DECLINED,COMPLETE,06-10-2011 10:25:58.073
1739461754885,174956,2011-10-05T22:40:29.188+02:00,3000,W_Afhandelen leads,COMPLETE,06-10-2011 10:26:01.106
1743756722176,174959,2011-10-05T22:43:06.516+02:00,30000,A_SUBMITTED,COMPLETE,05-10-2011 22:43:06.517
1743756722177,174959,2011-10-05T22:43:06.516+02:00,30000,A_PARTLYSUBMITTED,COMPLETE,05-10-2011 22:43:06.676
1743756722178,174959,2011-10-05T22:43:06.516+02:00,30000,A_PREACCEPTED,COMPLETE,05-10-2011 22:43:58.811
1743756722179,174959,2011-10-05T22:43:06.516+02:00,30000,W_Completeren aanvraag,SCHEDULE,05-10-2011 22:43:59.156
1743756722180,174959,2011-10-05T22:43:06.516+02:00,30000,W_Completeren aanvraag,START,06-10-2011 09:24:21.218
1743756722181,174959,2011-10-05T22:43:06.516+02:00,30000,W_Completeren aanvraag,COMPLETE,06-10-2011 09:27:10.073
1743756722182,174959,2011-10-05T22:43:06.516+02:00,30000,W_Completeren aanvraag,START,06-10-2011 13:31:31.950
1743756722183,174959,2011-10-05T22:43:06.516+02:00,30000,W_Completeren aanvraag,COMPLETE,06-10-2011 13:32:22.047
1743756722184,174959,2011-10-05T22:43:06.516+02:00,30000,W_Completeren aanvraag,START,06-10-2011 13:40:40.516
1743756722185,174959,2011-10-05T22:43:06.516+02:00,30000,A_ACCEPTED,COMPLETE,06-10-2011 13:46:01.435
1743756722187,174959,2011-10-05T22:43:06.516+02:00,30000,A_FINALIZED,COMPLETE,06-10-2011 13:50:38.016
1743756722186,174959,2011-10-05T22:43:06.516+02:00,30000,O_SELECTED,COMPLETE,06-10-2011 13:50:38.016
1743756722188,174959,2011-10-05T22:43:06.516+02:00,30000,O_CREATED,COMPLETE,06-10-2011 13:50:39.050
1743756722189,174959,2011-10-05T22:43:06.516+02:00,30000,O_SENT,COMPLETE,06-10-2011 13:50:39.078
1743756722190,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,SCHEDULE,06-10-2011 13:50:39.157
1743756722191,174959,2011-10-05T22:43:06.516+02:00,30000,W_Completeren aanvraag,COMPLETE,06-10-2011 13:50:40.315
1743756722192,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,13-10-2011 13:13:48.290
1743756722193,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,13-10-2011 13:14:58.256
1743756722194,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,15-10-2011 15:57:08.402
1743756722195,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,15-10-2011 16:01:03.027
1743756722196,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,20-10-2011 18:29:16.754
1743756722197,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,20-10-2011 18:30:48.314
1743756722198,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,21-10-2011 20:36:58.179
1743756722199,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,21-10-2011 20:38:31.167
1743756722200,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,24-10-2011 14:29:01.671
1743756722201,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,24-10-2011 14:30:50.566
1743756722202,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,25-10-2011 14:50:45.732
1743756722203,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,25-10-2011 14:51:42.068
1743756722204,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,27-10-2011 12:46:43.578
1743756722205,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,27-10-2011 12:47:17.002
1743756722206,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,29-10-2011 14:20:22.301
1743756722207,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,COMPLETE,29-10-2011 14:21:25.501
1743756722208,174959,2011-10-05T22:43:06.516+02:00,30000,W_Nabellen offertes,START,01-11-2011 16:15:20.884
